Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Khakis,9,230.8601511,27544.577,76.9533837,1,357.9384776,1,-1,-1,0.357959221,0.444183724,448.9792641,6.147312992,21.91416246,12.529,3471,66.86956598,480.4919937,4540.368763,55586.46762,-1,128119.9537,21.92012759,144.6528173,74.29128529,6008.776647,80,1,3,708.718251,14,480.9632178,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Purples,4,898.2553833,107124.9721,299.4184611,0,357.7767775,1,-1,1,0.82782348,0.641606822,632.7517098,5.99788028,8.438724419,4.615,5385,29.38615151,399.907972,4406.754755,51925.66323,0,128004.2225,20.3591132,173.7490279,60.08399238,89960.8333,80.38378378,0,1,684.5604885,11,551.4773393,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Greens,1,148.2409185,12790.51966,49.41363949,0,258.845934,1,-1,1,0.796446079,0.000712827,90.7194328,6.2456322,28.22244954,4.157,6559.463592,53.57618926,399.907972,3556.707376,57780.49351,-1,67001.21752,22.00281842,277.7889415,83.03741522,2501.121407,100,0,2,780.0786267,12,636.9648337,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Blues,8,1574.238684,434747.2413,524.7462279,0,828.4904554,0,1,-1,0.045141607,0.220849927,496.2367855,3.031543696,56.57605273,10.052,3948,14.13045856,138.4163827,8561.737319,26487.12124,-1,686396.4347,11.7650492,658.9284705,49.25860027,275893.3499,60,1,4,236.3253743,9,57.80316866,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Khakis,7,39.36703363,8666.980368,13.12234454,1,660.4749889,0,1,-1,0.40948607,0.851609,627.9916111,5.551345453,22.04225597,9.171,6829,38.55116225,629.8639186,7864.477727,78032.04816,1,436227.211,25.09708984,297.119651,51.66671951,195.3182709,100,2,3,989.7698051,13,713.6895589,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Purples,7,527.9120045,84151.39997,175.9706682,0,478.2126524,1,1,1,0.346766135,0.258882534,719.9064754,7.624825872,51.35633759,2.323,7677,60.54685563,355.8026428,5493.73181,46924.49228,0,228687.3409,18.86273158,154.4420114,21.44797479,31151.64673,100,0,1,592.6233342,5,449.159381,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Browns,5,552.6277456,64381.02322,184.2092485,1,349.4994075,1,1,-1,0.770726871,0.514237088,136.1995444,3.140946447,49.28005424,3.872,6128,9.442663612,399.9451888,4294.884452,47519.00978,0,122149.8358,19.99862967,199.0381721,22.7083643,34127.2565,100,0,2,603.2028879,10,416.6045545,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Khakis,8,146.3882778,842.7958624,48.79609259,0,17.27178997,1,-1,1,0.718067668,0.33274621,924.5936768,5.115812672,45.63987863,12.567,3433,13.27343904,78.90673529,330.5313702,7867.901763,1,298.3147287,8.882946318,780.0622623,31.46753039,2439.854745,90,2,2,100.1724258,14,54.85837003,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Purples,4,414.1328525,60195.56165,138.0442842,1,436.0597907,1,1,1,0.578856742,0.899315489,40.16183177,1.333984279,70.19124413,5.352,4648,0.849062507,495.0572769,5350.71246,58319.77881,0,190148.141,22.24988263,64.70514414,6.978667108,19204.26867,100,2,1,734.8570982,15,491.3991398,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Khakis,6,481.6241348,126983.7404,160.5413783,1,790.9720334,0,1,-1,0.808709522,0.348042916,169.6020621,4.440219256,90.94072271,9.277,6723,82.11485869,602.5546738,9114.829682,77602.57766,-1,625636.7576,24.5469891,364.2036231,49.85416355,25944.07552,90,0,0,968.1720442,13,693.5512689,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Khakis,1,244.2437239,5365.771934,81.41457465,0,65.90677353,1,1,1,0.100628615,0.116658316,294.69588,9.442715603,87.4106437,9.168,6832,27.43746014,207.9398618,1074.947459,21508.20756,1,4343.702798,14.42012003,622.2535503,38.2535198,6719.747539,80,2,2,275.3148892,12,163.1566725,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Oranges,9,311.8888248,48742.79676,103.9629416,0,468.847803,1,-1,1,0.596645064,0.697053887,217.7619729,1.272060405,63.84059845,6.723,5277,67.3300483,411.5843004,5511.646631,59453.40126,1,219818.2624,20.28754052,320.7957122,3.643056611,10922.25617,50,1,2,820.7072719,10,806.7932425,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Khakis,2,247.955142,1799.411527,82.651714,0,21.77101284,1,1,1,0.202500046,0.083458308,30.73511389,2.705983112,83.69443638,8.254,7746,94.12415626,203.9664424,625.6430132,17281.49531,1,473.9770003,14.28168206,735.647153,97.06118598,6923.957541,70,2,4,198.6615233,9,25.82924773,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Pinks,6,507.0927635,44809.38495,169.0309212,0,265.0957863,1,-1,-1,0.750623417,0.601150277,884.7374101,3.617671896,46.75545534,4.462,5538,17.11468552,403.6706077,3458.299078,45881.90113,-1,70275.7759,20.09155563,251.2253138,54.24089828,28750.48323,60,0,1,587.2397375,7,394.8532238,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Reds,7,552.5389203,96520.34137,184.1796401,0,524.0554348,0,-1,-1,0.821282446,0.065650704,157.1062442,1.866315212,20.28041799,4.395,3007,50.47389457,520.7367101,6282.027769,65241.45927,1,274634.0988,22.81965622,141.5896758,49.84438373,34116.31946,50,2,3,840.0594537,8,637.9817422,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Blues,9,1096.766072,85957.2602,365.5886906,1,235.1201293,1,1,-1,0.113182078,0.973484335,45.43568054,9.948681977,55.13794471,6.884,7116,3.450673842,441.2173093,3233.635912,47851.04953,0,55281.4752,21.00517339,299.9897027,24.27914904,134030.6794,80,2,4,606.6211258,12,372.0270689,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Khakis,1,159.1774669,4106.177167,53.05915564,1,77.38866397,1,-1,-1,0.92045901,0.00608025,525.0334183,4.169151022,99.75144486,12.396,3604,36.89258948,354.7466433,1483.379926,37696.26965,-1,5989.005311,18.83471909,472.0629855,89.16316037,2878.333153,70,1,3,500.9441258,11,347.8665609,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Khakis,6,612.3171478,17145.19514,204.1057159,0,84.00154331,1,1,-1,0.667857966,0.618081409,23.7187997,9.231524088,16.21628967,9.846,6154,61.29716488,332.3408206,1504.697074,29090.41124,1,7056.259278,18.23021724,637.6558851,6.685872283,41873.249,60,0,1,330.8790529,11,46.74432002,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Purples,6,891.7009764,135274.4837,297.2336588,0,455.1115923,1,1,1,0.26554812,0.557876065,261.8717824,6.142089758,96.01764616,4.17,5830,67.57698124,364.9168486,5280.94962,49638.88215,-1,207126.5614,19.10279688,151.7361884,33.02474935,88655.08158,80,1,2,650.2110444,14,552.5494429,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Greys,4,273.1363996,58886.44056,91.04546655,0,646.7805899,0,-1,-1,0.07631602,0.921580621,611.0455047,2.842528312,2.468147804,6.994,5006,51.6055234,552.8982694,7573.602438,66717.4598,-1,418325.1315,23.51378892,156.022259,97.33247624,8390.322446,30,0,2,812.0762453,5,499.5794877,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Khakis,8,639.7327913,197611.9115,213.2442638,0,926.6927417,0,-1,-1,0.75921995,0.488271029,776.0752996,6.61034093,12.52761788,6.403,9597,14.32501182,728.9083101,10724.74404,92385.18189,0,858759.4376,26.99830198,567.7661303,28.85321083,45696.3603,70,2,5,1146.920242,10,796.466977,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Purples,8,70.32460486,10012.58142,23.44153495,0,427.1299401,0.978746015,-1,1,0.527596425,0.064068632,428.979065,2.593387365,80.91644074,1.235,8765,99.89833259,483.6374221,5238.574245,57111.61104,1,182439.9857,21.99175805,76.1384685,22.28575398,582.947096,60,0,2,720.5825063,11,485.1916647,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Purples,5,265.037272,35277.45068,88.34575734,1,399.3112034,1,-1,1,0.866557669,0.869086695,184.7874473,3.706450753,43.80916508,6.168,3832,68.15435376,402.6469849,4798.406003,46843.88739,-1,159449.4371,20.06606551,211.8614086,5.240046512,7903.318597,100,2,4,572.8316272,14,341.0364409,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Turquoises,9,321.2291018,87889.79814,107.0763673,0,820.8141571,0,-1,-1,0.516629619,0.338151896,291.0859031,2.983503656,5.524910288,7.834,8166,13.46016435,847.527813,9903.197197,102342.1486,1,673735.8806,29.11233094,616.2462994,9.984936425,11582.42479,80.02403846,1,0,1292.379989,15,895.0470823,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Purples,3,91.50547536,10943.70549,30.50182512,0,358.788546,1,1,-1,0.945984474,0.29441551,486.60459,9.025512654,82.51892163,6.903,3097,87.00963247,528.6562002,4645.197861,59175.38818,-1,128729.2207,22.99252488,147.4189473,8.956902567,970.8631609,70,1,5,746.0930626,10,468.8472556,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Greens,7,530.8739273,49995.08376,176.9579758,1,282.5251789,1,-1,1,0.118028711,0.709058232,581.5223022,9.099405257,84.84601523,5.401,4599,76.59307073,475.0507173,3775.353223,56902.87855,-1,79820.4767,21.79565822,246.2849047,75.62397311,31501.08316,80,2,5,762.2306226,14,612.8649182,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Greys,9,222.92195,42048.05954,74.30731668,0,565.8670158,0,1,1,0.152415032,0.38035154,187.5619406,0.955226971,58.42422417,6.708,5292,15.38265743,608.708661,6876.08748,70331.54832,0,320205.4796,24.67202183,129.0644548,48.00862058,5605.884628,40,0,0,865.6226742,10,522.3963556,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Purples,6,462.5427603,58740.40429,154.1809201,1,380.983615,1,1,-1,0.210913641,0.652119612,877.7728952,4.651783765,89.73534338,2.944,7056,48.72659605,429.545648,4668.927446,53705.46791,-1,145148.5149,20.72548306,150.5037154,24.41620706,23935.93704,60,1,3,704.3654146,12,559.3519397,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Khakis,9,106.4882084,30708.31437,35.49606945,0,865.1187257,0,1,-1,0.430891232,0.12255791,451.6489275,3.623348658,6.129865418,10.111,5889,21.58527761,676.3151573,10003.81757,91672.70657,-1,748430.4095,26.00606001,639.0377471,10.96864771,1305.467016,70,1,1,1192.162376,9,993.9337239,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Oranges,1,254.3254208,38705.44552,84.77514027,0,456.5659862,1,-1,1,0.047550676,0.670818077,593.2622917,5.981360401,18.4433826,5.999,6001,3.246479854,414.8699121,5395.399686,48614.11025,-1,208452.4998,20.36835565,192.2657132,44.64468108,7281.599548,50,2,3,585.6242046,10,333.1693701,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Oranges,3,490.559151,64705.47854,163.519717,0,395.704443,1,-1,-1,0.129042607,0.419304038,486.480932,2.793837113,87.9836892,7.587,4413,55.84571788,592.6338115,5142.312054,60299.65507,1,156582.0062,24.34407138,270.7830385,92.44135066,26912.21756,50,1,2,706.8968446,11,267.9119397,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Khakis,3,430.1886312,133659.1348,143.3962104,0,932.0967024,0,-1,-1,0.593598837,0.701571494,800.7631551,1.168148532,75.1836733,6.486,9514,57.09660214,554.5710048,10430.10903,78815.07725,-1,868804.2627,23.5493313,533.9282041,43.86296761,20715.86937,60,0,1,996.7529859,9,808.8588226,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Khakis,8,169.1179755,1358.71618,56.37265851,1,24.10239672,1,-1,1,0.786209026,0.3370356,409.1799194,0.910983807,59.07445604,8.782,6494.061043,70.82595045,121.4861225,483.9962122,11528.51693,1,153091.3514,11.02207433,750.0607718,56.83511801,3244.249286,70,1,0,142.1800627,13,60.86462555,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Turquoises,3,823.3601739,112801.7236,274.4533913,0,411.0050274,1,1,-1,0.770951487,0.981816774,782.7719662,4.451886921,50.89204104,10.67,5330,61.8738476,145.8806901,4401.811654,25972.20555,1,168925.1325,12.07810789,407.9633185,26.47466902,75609.11738,70,2,2,331.4075777,9,493.4337655,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Yellows,2,956.360253,95765.44457,318.786751,1,300.4059744,1,1,-1,0.936549715,0.032915156,863.5394408,0.045314096,89.2025548,7.698,6302,57.16462305,355.2994863,3714.658717,43168.70598,-1,90243.74947,18.84938955,259.4822917,16.17435145,101953.7794,70,2,3,559.3285158,9,419.0367613,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Khakis,4,204.3857158,64589.40393,68.12857192,0,948.051634,0,-1,1,0.937082384,0.310981164,345.9111101,5.211039507,12.91100055,11.279,4721,4.029476666,890.0130888,11260.54252,108179.3238,-1,898801.9007,29.83308715,720.0858237,33.88158602,4719.630884,90,0,5,1349.325615,14,907.0173428,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Browns,9,183.3350698,19780.99858,61.11168993,1,440.6059869,1,-1,1,0.87835909,0.579133277,462.8962635,3.575782364,2.175511024,1.519,8481,41.12929774,367.1056063,3971.07123,44325.88919,-1,104772.6277,20.3155801,238.0226598,81.66656056,3805.750336,90,0.989751098,1,568.3023123,8,411.0773329,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Pinks,6,348.344198,80733.02232,116.1147327,0,695.2866399,0,-1,-1,0.924143002,0.640403125,378.255985,8.29156437,86.44482449,4.463,5537,89.20369677,624.8321895,8202.530778,72712.91283,0,483423.5116,24.99664356,233.2078271,5.530555802,13608.74588,80,1,1,1358.359993,7,474.1941215,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Khakis,2,86.12380922,1346.335649,28.70793641,1,46.8976812,1,1,1,0.59663791,0.473122837,403.0209258,4.117121859,97.04497522,12.267,3733,80.07246677,114.2896503,697.5561126,10022.71888,0,2199.392501,10.69063377,774.9253646,22.87378362,862.8535492,60,2,1,109.3392855,9,3.577664131,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Browns,10,884.6422273,141553.0079,294.8807424,0,480.0347649,1,-1,1,0.552351747,0.437534473,545.1478364,2.323580764,43.2233766,2.853,7147,23.65808832,426.8838428,5654.115335,53021.57684,0,230433.3755,20.66116751,83.20772086,14.4574486,87259.533,60,1,2,665.0310744,6,465.6642788,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Oranges,2,203.0716103,34127.28204,67.69053677,1,504.1662198,0,-1,-1,0.475228361,0.913387099,439.5324914,2.203940747,61.94382585,6.516,5484,88.13000249,408.5916019,5858.845402,56155.15529,0,254183.5772,20.2136489,173.7437088,84.3325295,4659.699306,30,2,3,741.9969203,5,647.6957132,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Turquoises,10,209.5349336,33756.22861,69.84497785,1,483.3021594,1,-1,-1,0.646730519,0.344338861,130.1367623,6.240401664,26.36417281,7.235,8765,24.23967023,116.3950875,5065.811768,18918.07748,1,233580.9772,10.7886555,583.6406169,71.76842436,4958.165909,80,2,3,183.3104418,14,60.44929429,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Browns,7,762.2832369,76288.704,157.3357741,0,484.8783083,1,-1,-1,0.317458566,0.721273805,663.4053928,4.776701948,4.382005986,3.479,6521,33.29207611,450.5584331,5749.899949,54630.00712,-1,235106.9739,21.22636175,72.15456583,50.8353686,24921.88159,100,1,1,678.82523,10,449.6696188,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Whites,1,85.12413345,8359.34672,28.37471115,1,294.6055266,1,1,1,0.431021333,0.497315523,11.54672052,5.587362023,90.8791193,3.77,6230,15.7672609,288.929687,3523.91464,40257.57955,0,86792.41631,16.99793185,295.8032999,86.34336863,843.4989439,90,0,2,553.299676,10,527.6048101,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blues,8,1687.222783,26559.11298,562.4075943,0,47.22395865,1,-1,-1,0.060961892,0.165866711,244.9104695,1.905087312,37.20536702,5.561,8439,81.23897393,922.3150217,2316.86963,81246.48398,0,2230.102271,30.3696398,653.9624071,39.18388989,316874.7097,60,1,1,979.5553707,9,289.4989105,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Greys,8,457.2801354,72779.81668,152.4267118,1,477.4741633,1,-1,1,0.808496043,0.413201251,650.2739906,7.776716554,52.44404492,4.062,7938,36.77977456,543.8277003,5862.397034,61483.36361,0,227981.5766,23.32011364,86.67209718,83.5465285,23396.32918,40,2,1,751.5420599,7,428.6994264,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Purples,4,340.5018623,40518.02533,113.5006208,0,356.9850549,1,1,-1,0.683761058,0.676868435,296.0563179,8.909550093,75.04512703,4.332,5668,91.78298521,372.613436,4315.077421,47025.19343,0,127438.3294,19.30319756,192.1345101,12.47675742,13005.89154,90,0,3,613.3847851,15,484.6683744,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Reds,9,505.6824046,99526.49062,168.5608015,0,590.448608,0,1,1,0.006462516,0.681951303,481.0791966,6.114970727,86.353384,3.403,8597,50.13223069,420.7596136,6195.808031,57830.90906,-1,348629.5586,20.51242583,166.0133144,75.97450281,28591.30462,50,1,2,744.9570702,7,614.4571144,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Purples,7,661.8921244,96607.99803,220.6307081,0,437.8719483,1,1,1,0.164867606,0.344117918,759.7575695,0.01445544,92.77109604,5.379,4621,35.35356871,487.6604221,5354.040328,57926.49816,0,191731.8431,22.08303471,63.35518417,53.39185379,48908.54008,100,2,4,732.0259502,15,498.6887508,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Purples,7,182.0605897,24106.97718,60.68686323,1,397.235512,1,1,-1,0.51843047,0.580701398,79.03184905,4.82555601,22.7317821,6.785,3215,15.37200031,446.6215112,4865.598142,54150.72616,0,157796.052,21.13342166,116.0308475,40.350815,3753.582232,100,1,1,695.3351192,16,507.3044159,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Whites,4,85.6648473,14630.85412,28.5549491,1,512.3754228,0,-1,-1,0.076375398,0.477449521,354.091855,7.923924734,38.44308564,0.429,9571,77.65513551,469.7903823,6063.334992,49703.88373,0,262528.5739,21.67464838,39.18155209,7.829206134,853.9400673,60,0,2,734.8819599,7,521.6661471,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Purples,7,207.4392289,27852.17391,69.14640965,0,402.8000015,1,-1,-1,0.605785131,0.795921361,8.79424531,6.692874939,14.10553756,5.232,4768,92.811277,375.2268612,4778.453737,49741.03959,0,162247.8412,22.34136192,169.0906484,61.79886379,4860.372376,90,1,1,657.8817985,11,559.7952465,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Whites,7,305.7329455,49632.54363,101.9109818,1,487.0185993,1,-1,1,0.494128734,0.025705938,621.2294823,3.559254699,52.63452928,0.531,9469,89.22675811,415.7770987,5701.740191,52294.05061,0,237187.1161,20.390613,91.20348609,9.419376263,10497.7592,80,2,2,656.6526949,8,467.5028924,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Turquoises,6,751.1888253,232116.4081,250.3962751,1,926.9962505,0,1,-1,0.413900394,0.355019111,653.2371731,2.317647154,0.225092052,9.211,6789,17.26246073,977.8696642,11225.70183,115824.185,0,859322.0485,31.27090763,782.7037011,79.32289632,62958.69085,100,1,2,1447.470924,15,949.3772022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Oranges,7,556.6241627,72601.82981,185.5413876,1,391.2972236,1,-1,1,0.33202392,0.646640362,264.304623,1.692556178,51.41724006,8.771,3229,29.44970794,469.5138515,4851.999939,51139.61447,0,153113.5172,21.66826831,201.0040463,52.44449154,34621.14788,30,2,1,628.540328,6,333.6962786,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yellows,5,820.3197565,79290.90077,273.4399188,0,289.9755862,1,1,-1,0.535520027,0.207175171,838.830115,1.507021878,60.29242412,8.969,5031,77.0577427,505.7618277,3911.279518,58925.21898,1,84085.84061,22.48914911,227.9680984,43.27927814,75052.82914,60,2,1,778.4155471,10,588.4646871,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Violets,5,426.9605102,125583.1817,142.3201701,1,882.3990421,0,-1,1,0.39182433,0.605199421,514.336962,4.943010365,0.415417808,10.396,5604,3.655554843,812.6566608,3760.090701,93098.48467,0,778628.0694,28.50713351,498.731621,43.14376723,20407.35097,70,1,1,1104.091075,10,568.9203514,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Pinks,10,689.1411933,158275.0961,229.7137311,1,689.0101664,0,1,1,0.564892206,0.16121538,770.5025764,3.084419374,76.73318035,0.417,9583,45.88533228,637.0870898,8164.275844,73959.19679,0,474735.0094,25.24058418,233.6878105,65.27705267,53008.11198,80,1,5,887.4762839,9,490.3937728,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Browns,9,559.5824358,60489.49467,186.5274786,0,324.2926732,1,-1,1,0.482088572,0.737901977,639.3280202,4.904356542,16.22566003,0.857,9143,94.42096686,375.6670364,3994.260805,44351.676,-1,105165.7379,19.38213188,245.4843125,13.54629411,34989.02775,60,1,0,561.5152011,5,381.971202,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Browns,3,123.4419644,20333.5779,139.7158328,1,494.1652865,1,-1,-1,0.46610803,0.566887499,751.0247233,2.869764061,75.14666964,3.792,6208,93.95909235,451.3628366,5844.378538,55231.93386,0,244199.3304,21.24530152,59.52760893,44.42349805,1744.249385,80,0,2,688.7321482,7,466.178133,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Khakis,1,978.0273968,4902.956902,326.0091323,1,15.0393238,1,1,-1,0.1503514,0.174532749,170.7906113,1.088679638,95.94846191,11.02,4980,86.22198773,111.0325704,372.4583787,11321.45437,1,226.1812604,10.53719936,742.0051296,68.61744064,106617.9635,60,2,4,148.8936857,12,94.92087989,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Purples,2,233.7190997,37373.13087,77.90636656,1,479.7185714,1,1,1,0.525885578,0.564043803,865.9904455,9.707582174,92.63641464,3.083,6917,73.18194814,487.5285834,5772.242881,58698.81352,1,230129.9078,22.08004944,23.87673932,7.262482354,6157.308317,100,1,2,737.6456502,16,501.796136,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Khakis,1,415.2488046,48186.56249,138.4162682,0,348.1278835,1,-1,1,0.791208228,0.144957684,486.2180967,8.651977051,56.37554862,6.663,9337,1.972601539,423.4215337,4328.121903,42217.62485,-1,121193.0233,20.57720908,429.6348807,49.56115291,19307.47957,90,2,2,468.625389,11,105.4664406,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Pinks,1,138.4382911,32315.75009,46.14609703,0,700.2921627,0,-1,-1,0.40750499,0.037507785,656.9388541,7.272007666,83.04366705,6.957,3043,79.75551258,643.0873064,8289.096239,74365.69827,-1,490409.1131,25.35916612,247.0584707,24.09825816,2185.608368,90,0,1,888.2370746,10,478.8585652,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Khakis,5,136.2199044,1745.718583,45.40663481,0,38.44633258,1,-1,-1,0.209813874,0.318687606,203.3093248,3.490862481,66.85165919,12.582,3418,81.33064015,94.87482929,574.2129844,8272.770085,-1,1478.120489,9.740371106,791.1323581,67.03637547,2117.16912,70,0,2,89.86667719,11,1.269395151,0.641729581,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Browns,8,322.4424641,56729.64923,107.4808214,1,527.811832,0,-1,1,0.336279907,0.436521052,491.7689257,5.491306994,28.83478801,6.913,3087,1.138148783,464.2154377,6206.549195,57853.63355,-1,278585.3299,21.54565937,46.54252062,97.18278877,11669.60779,90,0,1,725.8706727,9,510.5911911,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Browns,10,359.6889663,60399.57708,119.8963221,1,503.7650533,0,-1,-1,0.077126143,0.600142837,946.5874652,8.446522101,45.13936329,2.32,7680,98.79974031,402.3246542,5842.299841,50699.57385,-1,253779.2289,18.76077782,118.7375544,83.48915596,14505.02437,70,2,3,628.7642507,6,432.5911132,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Violets,5,1002.055887,258070.8718,334.0186291,1,772.6241871,0,-1,1,0.510501521,0.268108638,398.5601584,5.99164187,43.51848741,6.987,9013,28.40664252,998.7798486,9723.801568,109927.3188,0,596948.1344,31.60347843,614.8420151,57.53577519,111912.4632,90,2,3,1343.345146,12,734.3617264,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Khakis,9,295.9917341,11033.91893,98.66391136,1,111.8333824,1,1,1,0.468983223,0.752154353,566.9583476,3.890137435,84.76027818,7.335,8665,97.85572041,391.5662918,1901.466408,36714.93286,0,12506.70542,19.78803406,532.6944767,81.63546843,9843.231316,90,2,0,439.4291316,12,151.6722615,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Blues,10,1098.043737,62200.6295,366.0145789,1,169.9403059,1,1,-1,0.720659391,0.137780288,269.9765686,1.97267876,63.92805381,5.905,8095,53.87907627,143.1225196,1985.648098,26418.77071,-1,28879.70756,11.96338245,486.7615631,92.68016252,134342.6866,70,1,2,408.4126448,12,525.2166931,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
